[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -108, 0, 2, 0, 2, 0, 0, -101]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 0, 0, 0, -23]
[36, 0, -84, 0, 2, 0, 0, 0, 0, 49]
[36, 0, -84, 0, 2, 0, 0, 0, 0, 49]
[36, 0, -84, 0, 2, 0, 0, 0, 0, 49]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -84, 0, 2, 0, 0, 0, 0, 49]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -83, 0, 2, 0, 0, 0, 0, 12]
[36, 0, -82, 0, 2, 0, 0, 0, 0, 75]
[36, 0, -82, 0, 2, 0, 2, 0, 0, 4]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -107, 0, 2, 0, 2, 0, 0, -90]
[36, 0, -108, 0, 2, 0, 2, 0, 0, -101]
[36, 0, -78, 0, 2, 0, 2, 0, 0, -6]
[36, 0, -83, 0, 2, 0, 2, 0, 0, 67]
[36, 0, -78, 0, 2, 0, 2, 0, 0, -6]
[36, 0, -80, 0, 2, 0, 2, 0, 0, -128]
[36, 0, -81, 0, 2, 0, 2, 0, 0, 57]
[36, 0, -80, 0, 2, 0, 2, 0, 0, -128]
[36, 0, -81, 0, 2, 0, 0, 0, 0, 118]
[36, 0, -75, 0, 2, 0, 0, 0, 0, 6]
[36, 0, -74, 0, 2, 0, 0, 0, 0, 65]
[36, 0, -75, 0, 2, 0, 0, 0, 0, 6]
[36, 0, -75, 0, 2, 0, 0, 0, 0, 6]
[36, 0, -74, 0, 2, 0, 0, 0, 0, 65]
[36, 0, -74, 0, 2, 1, 0, 0, 0, -50]
[36, 0, -75, 0, 2, 1, 0, 0, 0, -119]
[36, 0, -75, 0, 2, 1, 0, 0, 0, -119]
[36, 0, -75, 0, 2, 1, 0, 0, 0, -119]
[36, 0, -75, 0, 2, 1, 0, 0, 0, -119]
[36, 0, -75, 0, 2, 1, 0, 0, 0, -119]
[36, 0, -75, 0, 2, 1, 3, 0, 0, 109]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -80, 0, 2, 1, 3, 0, 0, -92]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -80, 0, 2, 1, 3, 0, 0, -92]
[36, 0, -80, 0, 2, 1, 3, 0, 0, -92]
[36, 0, -80, 0, 2, 1, 3, 0, 0, -92]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -81, 0, 2, 1, 3, 0, 0, 29]
[36, 0, -80, 0, 2, 1, 3, 0, 0, -92]
[36, 0, -81, 0, 2, 1, 0, 0, 0, -7]
[36, 0, -70, 0, 2, 1, 0, 0, 0, -53]
[36, 0, -70, 0, 2, 1, 0, 0, 0, -53]
[36, 0, -70, 0, 2, 1, 0, 0, 0, -53]
[36, 0, -70, 0, 2, 1, 0, 0, 0, -53]
[36, 0, -70, 0, 2, 1, 0, 0, 0, -53]
